number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
6,98.273675,85.66851357,79.29812172,70.7328584,1.647136652,1.506139169,128.2426,27.14158571,47.51223255,44.14879251,694.6166667,729.4828571,650.1662696,691.9569285,1.717762773,1.448791485,810.6,296.7171429,288.1000371,260.4081017,186.3333333,170.0428571,164.2314554,152.2431448,1.700906939,1.509860565,205,55.28571429,71.20783353,66.52484728,4791.904833,5765.775571,1328.663078,1855.0857,1.521932132,1.053010848,8958.571,3839.795857,3026.939886,3331.648594,64.56333333,82.87714286,40.73943751,57.03385254,1.464702062,1.068213058,135.97,50.91928571,50.42743852,51.24947183,7.220333333,8.937428571,4.570726979,5.815065749,1.601578545,1.118606264,12.878,5.582571429,3.761205554,4.363908434,80.50443,180.0466543,10.67557555,27.55293416,0.684593071,0.250554063,399.97342,171.4247743,143.2487471,190.650734,2.5,2.185714286,2.40187391,2.145558731,1.748970751,1.60304614,2,0.714285714,0.763762616,0.486763572
5,57.0655,51.05650127,49.55346213,40.58124367,1.502076379,1.458711146,71.6206,16.30908101,24.40424284,29.40413683,843.5,919.1632911,804.3155209,862.2419855,1.560887551,1.341809797,764.1,399.7329114,269.1945839,322.7311846,141.6,128.8860759,126.1659559,107.2304551,1.515900328,1.467120038,171,41.01265823,57.59374966,69.3046818,4468.4858,3161.410646,1007.002054,234.8789774,1.323525921,1.375591792,7872.571,996.1842911,2800.377843,2912.383523,59.566,72.79873418,36.66842606,40.85244669,1.258675119,0.919491186,135.97,50.65696203,48.86481172,57.84814996,14.5044,10.24605063,6.88568788,3.072241524,1.308025403,1.384356519,27.478,3.424835443,9.896779145,9.913286382,39.005316,29.12368127,10.26399335,2.861678224,1.316844901,1.333536842,78.97342,9.990242785,25.76791542,26.26859907,3.4,2.886075949,3.129134645,2.654998833,1.529518949,1.585928547,3,0.35443038,1.356465997,1.272765769
5,83.23184064,85.56932124,49.10085624,55.1597872,1.17611373,1.163093104,192.981,40.27338812,77.86230013,75.42254722,1047.02,965.660396,964.9572165,903.5750751,1.531654322,1.45407483,1139.9,304.6366337,412.1054787,359.266161,101,108.5544554,85.76370005,96.69345328,1.458644789,1.345077541,143,33.30693069,55.3281122,49.43972733,3686.425,4037.759871,198.8304245,783.5623817,0.944017447,1.035880319,9778.571,1936.534624,3905.997427,3608.066447,163.54,163.9059406,135.1968147,137.8353476,1.436851245,1.293731179,278,69.92574257,96.95115471,88.87343077,3.7224,3.98409901,1.430317073,2.088902044,1.006897416,1.053369179,10.678,2.143029703,4.071571569,3.852516024,3.851856,3.849246139,0.421360922,0.612900807,0.75169326,0.779522985,10.97342,2.176375644,4.708705248,4.672661599,3.6,4.435643564,2.992555739,3.860751779,1.460970748,1.193351053,5,2.237623762,1.854723699,1.765543933
2,94.43319,93.517104,94.42084635,93.50922955,0.69301647,0.507560356,3.05362,55.133104,1.52681,1.221448,674.2,667.84,674.1166665,667.7868339,0.69302358,0.507363387,21.2,393.92,10.6,8.48,194,196.4,193.9587585,196.3734962,0.692934603,0.491233675,8,120.4,4,3.2,9425,8912,9386.138716,8887.575037,0.689026806,0.540120993,1710,4800,855,684,80.5,84.76,80.18628312,84.55562362,0.689252612,0.460916146,14.2,55.4,7.1,5.68,31.4,28.64,31.06122985,28.42944198,0.682377806,0.563864324,9.2,14.24,4.6,3.68,96.5,71,86.63717447,65.24060322,0.592757468,0.669436063,85,15.4,42.5,34,5.5,5.2,5.477225575,5.185686447,0.689009238,0.540204142,1,2.8,0.5,0.4
3,15.7089,15.3257958,14.66819261,14.18346325,1.027647628,0.743607108,13.494,7.933516867,6.098060972,6.350809461,874.4,783.2303333,862.0203919,781.9919231,1.084015136,0.710421542,348.4,507.0640667,151.6022647,46.60447668,99.66666667,106.0533333,94.54836415,102.7733738,1.045343893,0.734433804,78,55.844,33.07902995,27.63881007,2152.666667,2216.533333,2129.925629,2188.388491,1.088333783,0.644951728,722,1573.92,304.3696583,339.1833067,61.7,21.0808,18.73255978,10.8619213,0.472512339,0.441624445,153.9,17.9052,67.14655613,20.33383268,54.56666667,37.00333333,35.74589582,28.20530653,0.803057492,0.438535116,96.3,31.16333333,39.44670103,21.02379578,109,72.91533333,84.56758478,49.99837277,0.918873489,0.669177246,133,51.37333333,58.55481762,62.98318425,3,2.680666667,2.884499141,2.631317843,1.060856947,0.656333503,2,1.902,0.816496581,0.49533782
5,89.33718,50.409294,70.56064655,34.72495564,1.444537168,1.379939921,124.90825,16.431498,46.91766658,43.27861073,740.52,1005.829333,692.5413311,942.3092476,1.53695956,0.89920408,810.6,693.2986667,298.6430069,336.8492148,181,112.6,155.9381993,89.00547768,1.499861141,1.399020376,205,35.37333333,76.79322887,76.82256613,4716.6858,3185.135467,1059.408482,71.61367213,1.323930243,0.793103076,8958.571,2388.5712,3015.110657,3815.82009,72.09,112.3786667,53.11608165,92.04809921,1.357428929,0.788830766,127.05,75.31333333,50.1110407,46.40487918,7.9244,5.3784,4.492557454,1.371804353,1.380830301,1.00117847,12.878,3.401333333,4.455304865,5.741175684,89.605316,110.1608427,8.418911599,1.263256398,0.457810242,0.165389041,399.97342,106.6524907,155.3296092,174.9060389,2.6,2.08,2.491461879,2.062696173,1.56495725,1.24603542,2,1.013333333,0.8,0.316649122
5,91.50808,60.64136078,64.5702746,37.74323389,1.327464648,1.451085339,184.5906,19.16470588,68.00989708,60.10777827,831.2,1003.606536,781.4832078,937.6486229,1.547988788,1.081420857,810.6,621.2699346,295.5415436,338.8331693,162.2,119.3235294,142.3329728,93.81689662,1.50889625,1.532433333,205,27.36928105,67.33617156,79.33936726,5511.0858,3270.66315,988.2823632,79.8581751,1.139379444,1.159483927,13532.571,1463.323778,5026.19189,4426.6063,56.644,95.20179739,17.26127816,49.47332551,0.954578305,0.655439414,141,72.5245098,61.47434541,60.64862737,6.4304,4.44569281,3.400959984,1.265873763,1.286589738,1.229234359,12.878,2.027346405,4.627845356,5.014599707,125.265316,85.33217804,12.60082883,1.230823452,0.810628981,0.676640795,399.97342,65.34592654,156.1639483,148.9589,2,2,2,2,1.609437912,1.344749713,0,0.85620915,0,0
4,90.1422625,89.92415365,66.93504418,66.6380348,1.178648748,0.869882632,124.90825,59.85752393,53.10137533,53.27490195,781.2,780.3015113,726.2769758,724.2007966,1.309636613,1.173180371,786.5,307.6279597,319.0526681,321.6710536,156.25,168.5264484,133.5424933,141.2032106,1.263305589,0.935721743,199,104.0680101,72.29583321,81.25407135,5572.60725,5554.296977,868.3951284,853.8347971,1.088927903,0.851413367,8958.571,3010.219395,3350.302852,3358.278294,91.35,91.6511335,82.04689051,82.33613961,1.2852032,1.170988138,91,33.68891688,40.64317286,40.64799226,6.4305,6.719647355,3.24122375,3.379245317,1.067473196,0.862462825,12.878,3.243828715,4.585683237,4.578994629,106.006645,107.127602,6.244357387,6.430567621,0.257209774,0.241703293,399.97342,100.7489723,169.808985,170.0227929,3,2.992443325,2.828427125,2.821029324,1.329661349,1.067135639,2,1.64231738,1,0.999971448
4,76.4445625,81.45675,59.35667247,68.22961748,1.199540745,1.108189293,121.3276,36.95065714,43.82335412,40.61229287,794,738.3571429,741.6293489,702.4241965,1.315004308,1.282438988,810.6,231.3714286,311.7434923,255.4652275,164.5,171.5714286,139.0005138,153.2559871,1.256700567,1.166832373,205,65.42857143,77.52580216,67.91140687,4235.85725,5481.918429,669.5565878,1780.077447,1.015407123,0.810984912,8958.571,3839.795857,3194.938946,3275.968307,77.2375,80.6,53.52796465,56.43592939,1.105182174,0.953371384,127.05,46.97142857,54.83075523,52.65029507,8.1805,9.560285714,4.035568999,6.229662613,1.112098197,0.975148334,12.878,5.582571429,4.948155288,4.359650108,108.756645,179.0037971,7.55238461,26.57863649,0.336261916,0.201966126,399.97342,171.4247743,168.3010468,191.4756549,2.25,2.142857143,2.213363839,2.119268045,1.368922361,1.309525835,1,0.571428571,0.433012702,0.349927106
3,126.6971567,113.8432273,125.2977046,112.50118,1.087973663,0.951191763,39.046,48.69786667,18.12787384,18.06731589,597.1666667,653.7666667,592.1037914,648.5546939,1.089885593,0.774320305,170.2,401.52,79.99838887,79.95070704,186,182.3333333,185.8697782,182.2117955,1.097910551,0.880042025,17,94,6.976149845,6.749485577,8401.666667,10367.73333,7981.928206,9908.619172,1.045488578,0.64589926,6224,7354.8,2814.778183,2835.794691,67.93333333,85.3,63.99339938,81.00106831,1.036523593,0.62860936,53.3,61.66666667,24.66797294,24.75520147,12.5,19.12666667,9.620820696,15.79568814,0.840170381,0.402809003,20.2,16.4,9.339521758,9.298850586,48,84.06666667,25.7932318,55.94507484,0.565506364,0.225327234,109,78.53333333,50.91823511,50.82055577,4.333333333,5.133333333,4.160167646,4.948418441,1.057905425,0.68054273,3,3.466666667,1.247219129,1.257864151
3,15.7089,15.34899,14.66819261,14.21234916,1.027647628,0.792485663,13.494,7.70131,6.098060972,6.336452853,874.4,788.75,862.0203919,786.6184932,1.084015136,0.788949525,348.4,470.6033333,151.6022647,62.48767212,99.66666667,105.6666667,94.54836415,102.2556595,1.045343893,0.778827413,78,52.86666667,33.07902995,28.03965446,2152.666667,2212.666667,2129.925629,2184.803787,1.088333783,0.712949173,722,1482.666667,304.3696583,337.5216865,61.7,23.54,18.73255978,11.22629772,0.472512339,0.624457174,153.9,17.36,67.14655613,27.48167389,54.56666667,38.06666667,35.74589582,28.61280248,0.803057492,0.568698624,96.3,28.76666667,39.44670103,22.95631116,109,75.1,84.56758478,51.61484721,0.918873489,0.752638579,133,48.66666667,58.55481762,63.31158398,3,2.7,2.884499141,2.645993621,1.060856947,0.741193041,2,1.766666667,0.816496581,0.525991128
6,54.85128367,71.00492632,26.07410029,46.62465538,1.382937161,1.217546664,149.35206,37.539603,49.16711389,50.76376352,980.1666667,893.2725,936.6963746,847.9940464,1.749609266,1.668367027,773,204.476,278.430073,284.623514,117.8333333,138.33,100.9001004,118.9425138,1.644942245,1.40321332,190,56.85,65.04464279,69.02913226,3796.419817,5014.310295,206.5511536,676.4810582,1.282074331,1.149406025,7873.9101,1968.495505,3309.368633,3221.509301,72.91666667,68.8625,61.49041369,54.19215734,1.653292724,1.513351522,125.3,24.785,37.52840776,43.02482532,8.57,11.01635,2.522459225,4.369779389,1.110984405,1.088649798,27.478,5.30435,9.916995916,9.595042193,23.74051333,32.652911,1.968252321,4.916110461,0.933575546,0.900751469,78.97342,19.744684,30.35461838,31.89894005,3.166666667,3.2,2.768229457,2.975151787,1.677473336,1.582835811,4,0.9125,1.462494065,1.166190379
5,74.290174,56.81471207,60.47722922,35.77670419,1.451830892,0.999555444,122.90607,36.50058136,39.86342571,52.53406556,810.8,1012.057571,765.7151745,940.8852056,1.55085744,0.800816565,772,747.4313571,285.2848611,353.5474362,149.8,104.3617857,133.3752548,84.10518264,1.519122019,1.18102605,171,51.07928571,58.78571255,67.10583462,4975.4858,2955.623714,1081.228167,53.38803921,1.309578737,0.808372536,8958.571,1623.483429,3230.297922,3573.523711,63.986,111.3986429,24.19071681,97.03579753,1.121350374,0.774269372,141,81.42375,57.80373677,43.01055622,6.9944,3.816232143,4.040809989,1.037282572,1.373970844,0.998369317,12.878,1.805696429,4.117368752,4.632841197,113.605316,60.44376,14.21547979,0.627009848,0.834028207,0.324721307,399.97342,55.84195429,149.1731622,137.137192,2.2,2.264285714,2.168943542,2.226221639,1.594166699,1.062413498,1,1.136428571,0.4,0.440952124
5,74.915464,73.40884,60.73918278,61.05655245,1.449558868,1.405599814,122.90607,24.34283028,40.31187666,38.59762649,834.98,849.0416667,793.2369801,813.507769,1.557227034,1.486667661,772,211.55,276.1547494,252.4851507,145,138.5833333,128.6850904,125.8683208,1.513960603,1.48266525,164,35.33333333,59.126982,51.84344757,4844.0858,5346.015944,1121.114152,1559.06107,1.366745212,1.247347502,7872.571,2186.984056,2654.982895,2600.842348,63.96,62.82777778,49.59240906,48.30082113,1.378839734,1.350087338,125.3,21.15833333,44.46434976,42.80054264,11.8844,13.73977778,5.714673809,7.110227009,1.270410009,1.097026155,27.478,7.657444444,9.178610649,9.788275217,31.805316,39.78220778,7.466359021,11.36627304,1.156517384,0.990452924,78.97342,21.94001444,28.77884667,30.03957493,3.2,3.388888889,3.063887063,3.231449432,1.565026565,1.43380839,3,1.138888889,0.979795897,1.061387399
7,52.21302786,48.79995244,45.47471805,38.17587953,1.831992309,1.540417518,71.6206,21.16833506,23.7151477,30.16482971,817.2285714,930.00625,789.0201552,874.2617517,1.908961351,1.434076907,764.1,482.93625,230.8833454,319.3226082,144.2857143,126.5125,132.7149555,105.2250651,1.879101716,1.62413189,171,52.85,49.24200961,68.92024263,4482.489857,2761.298375,1423.001688,200.183078,1.662021916,1.547598329,8898.571,885.289125,3014.488651,2761.836352,45.93285714,68.42,19.65301221,30.30927837,1.391421493,0.764846229,141,53.34375,48.59789728,61.8544669,13.33171429,9.01325,7.820592734,2.770321815,1.715424175,1.567381403,27.478,3.37925,8.154376944,9.054408094,63.71808286,36.5224675,20.02997453,2.935880282,1.603615026,1.584218844,159.97342,9.9900325,50.18543062,41.73993451,3.142857143,2.6375,2.9447134,2.472635004,1.882303162,1.720150686,3,0.7,1.124858268,1.063528914
4,76.4445625,50.52481189,59.35667247,34.78518426,1.199540745,1.292882924,121.3276,13.3057414,43.82335412,43.17961075,794,1004.557736,741.6293489,940.2501739,1.315004308,0.88951504,810.6,657.6164756,311.7434923,338.7088856,164.5,113.4369628,139.0005138,89.38161065,1.256700567,1.334609752,205,21.16762178,77.52580216,77.61710559,4235.85725,3070.391142,669.5565878,69.69085986,1.015407123,0.762803183,8958.571,2245.654703,3194.938946,3728.034682,77.2375,110.6518625,53.52796465,89.00673671,1.105182174,0.768080587,127.05,73.93624642,54.83075523,48.11738203,8.1805,5.365767908,4.035568999,1.367450819,1.112098197,1.000971904,12.878,3.165750716,4.948155288,5.721783914,108.756645,104.0972985,7.55238461,1.198025065,0.336261916,0.180791899,399.97342,100.272329,168.3010468,171.3052432,2.25,2.071633238,2.213363839,2.058941383,1.368922361,1.1934854,1,0.853868195,0.433012702,0.257879656
6,95.57896667,60.78669333,69.96801758,36.79067637,1.539283826,1.458669376,192.981,25.76738667,67.28784223,65.1303087,748.9333333,1005.930667,713.7461689,945.4736385,1.738441384,1.038992438,764.1,692.3973333,261.3379655,333.1588934,163.6666667,106.6533333,146.4168886,86.66876041,1.706909053,1.643857153,185,26.09333333,61.83760093,67.15385188,5137.0715,3038.1088,1261.657383,66.04161045,1.433158939,1.195987379,9778.571,1303.237867,3858.717003,4013.721468,69.5,106.1104,35.67446971,70.95421865,1.426418382,0.858809195,138.63,75.7936,53.23519794,51.72043987,8.460333333,4.973866667,5.279584813,1.324659861,1.614744088,1.462086791,12.878,1.628266667,4.040161782,5.269340931,109.00443,69.894176,13.67831539,0.932392045,0.942696666,0.752437827,399.97342,53.31915733,147.2629203,136.9487174,2.666666667,2.413333333,2.492882872,2.272147636,1.71707598,1.408861997,3,1.026666667,1.105541597,1.021023452
5,84.03988,48.81151429,67.17870522,33.28004948,1.447563672,1.592544199,135.9646,5.297857143,44.64534547,42.62030926,772.86,1025,730.9290643,961.1678632,1.549451762,0.933482513,766.2,711.2785714,282.0356048,338.2286399,164.2,108.6428571,144.3500928,85.78256109,1.512950986,1.559286308,183,18.57142857,65.61524213,73.7772779,5841.0858,2914.673714,1169.137724,50.09249863,1.251984805,1.253247384,12368.571,1279.183429,4407.346626,4105.56184,84.646,110.5114286,56.78969216,81.30690462,1.388224177,0.847711323,135.97,80.49571429,49.23467136,48.93766441,11.2644,5.641142857,5.610816504,1.216178486,1.293672175,1.392058079,25.478,1.744571429,8.345127287,7.431013071,113.805316,71.72947429,14.42774503,0.836428727,0.839136156,0.682002972,399.97342,57.12766857,149.038754,137.5848727,3,2.357142857,2.701920077,2.226834968,1.494365083,1.390502467,4,0.928571429,1.549193338,1.04246568
5,59.626788,74.62272359,25.19140595,47.02871887,1.182248749,1.12697747,149.35206,38.47631231,52.5742661,50.06811929,973.96,878.6282051,922.4677565,835.2308284,1.558655394,1.566931245,773,141.7461538,304.6257218,278.6759877,121.8,141.7179487,101.4903389,123.1456148,1.442446017,1.301484681,190,56.94871795,70.58725097,67.69764936,4191.10378,5373.047274,133.6213379,789.5284717,1.090502528,1.090228924,7873.9101,2018.967444,3493.945093,3049.734368,73,65.63846154,59.4978533,52.27319777,1.443471418,1.446009598,125.3,17.51282051,41.10980418,40.2092196,10.156,12.89758974,3.318585344,6.031218792,1.057179528,1.018509984,27.478,7.068410256,10.14513645,9.88843506,28.441416,36.42823026,3.008254161,8.095816681,0.9228408,0.916709296,78.97342,20.25232103,31.19443081,30.94514566,2.8,3.205128205,2.459509486,2.952656675,1.494403211,1.366012059,4,1.205128205,1.326649916,1.202123915
6,95.57896667,60.00554667,69.96801758,36.45691155,1.539283826,1.428196473,192.981,26.81572,67.28784223,64.66971051,748.9333333,1005.898667,713.7461689,945.4225156,1.738441384,1.032044828,764.1,696.3586667,261.3379655,333.1986669,163.6666667,106.3933333,146.4168886,86.56298495,1.706909053,1.619400902,185,27.64666667,61.83760093,66.73838442,5137.0715,2995.7688,1261.657383,65.32839463,1.433158939,1.160711114,9778.571,1303.237867,3858.717003,3995.657525,69.5,105.7928667,35.67446971,69.74036996,1.426418382,0.845545502,138.63,75.7678,53.23519794,52.19873973,8.460333333,4.964133333,5.279584813,1.323266839,1.614744088,1.438960526,12.878,1.68,4.040161782,5.261390284,109.00443,71.154176,13.67831539,0.950596348,0.942696666,0.766701431,399.97342,53.31915733,147.2629203,137.2701362,2.666666667,2.406666667,2.492882872,2.266014086,1.71707598,1.393094817,3,1.046666667,1.105541597,1.020435637
3,95.61593333,74.4147,57.60779609,37.9164276,0.792644921,0.869573107,164.1558,38.3362,67.12720164,68.76061943,674.5,705.925,663.1105063,695.0068235,1.082267379,0.97883283,287.2,271.85,119.9505176,117.2761138,160.6666667,142.25,149.7843122,130.7613996,1.03618228,1.09349235,130,10.75,54.46915539,56.94460027,8223.666667,6782.75,6690.337287,5209.784825,0.942633478,1.035554787,9910,1862.5,4204.271664,4414.255055,60.83333333,52.675,53.04972668,45.29754239,0.968883449,1.047288392,74.6,12.825,31.16219219,30.462877,32.56666667,36.925,30.46318231,34.48053162,1.02981453,0.85195522,28,19.5,12.41942922,13.14027682,54.33333333,47.5,37.28679007,34.39594052,0.751124286,0.856152666,104,26,46.64999702,42.09809972,4,3.75,3.77976315,3.567621345,1.039720771,1.054920168,3,0.75,1.414213562,1.299038106
4,42.6052375,39.98755833,28.69052189,27.47270914,1.06844846,1.084411818,78.09485,17.56268333,32.97527465,30.49061057,809.375,795.65,792.0733886,783.8073681,1.364243202,1.330070791,470.3,164.1666667,172.7864054,143.6019237,128.75,125.1666667,116.4874253,115.603314,1.289928645,1.278236309,145,38.5,56.78192934,49.9547017,4525,4911.333333,3857.726083,4114.718642,1.225370989,1.086171402,6648,2592.666667,2674.319914,2920.825835,82.05,78.31666667,62.71394104,60.59687442,1.15537076,1.151581714,127.2,32.65,54.46340515,51.10503617,45.9,41.8,31.85283929,30.98716482,1.068191827,1.144132709,93.6,15.6,37.16032831,32.3089255,68.75,65.5,49.17513132,49.30578508,1.109606092,1.132769099,123,27.5,49.98187171,45.03239575,3,2.833333333,2.91295063,2.749459274,1.357977855,1.354581075,2,0.5,0.707106781,0.687184271
4,76.4445625,81.45675,59.35667247,68.22961748,1.199540745,1.108189293,121.3276,36.95065714,43.82335412,40.61229287,794,738.3571429,741.6293489,702.4241965,1.315004308,1.282438988,810.6,231.3714286,311.7434923,255.4652275,164.5,171.5714286,139.0005138,153.2559871,1.256700567,1.166832373,205,65.42857143,77.52580216,67.91140687,4235.85725,5481.918429,669.5565878,1780.077447,1.015407123,0.810984912,8958.571,3839.795857,3194.938946,3275.968307,77.2375,80.6,53.52796465,56.43592939,1.105182174,0.953371384,127.05,46.97142857,54.83075523,52.65029507,8.1805,9.560285714,4.035568999,6.229662613,1.112098197,0.975148334,12.878,5.582571429,4.948155288,4.359650108,108.756645,179.0037971,7.55238461,26.57863649,0.336261916,0.201966126,399.97342,171.4247743,168.3010468,191.4756549,2.25,2.142857143,2.213363839,2.119268045,1.368922361,1.309525835,1,0.571428571,0.433012702,0.349927106
3,14.019,14.7302,12.21784222,13.58313449,0.963420858,0.763067552,17.364,7.060133333,7.44291932,6.305990181,685.8,771.9866667,674.4051315,769.6435405,1.0826444,0.698746343,280.3,516.1366667,120.0866632,54.8622562,133,107.0666667,128.1940619,103.6367499,1.064486816,0.851742831,80,52.43333333,33.74413529,28.63323632,1577.666667,2179.233333,1317.587766,2106.606706,0.954429517,0.595451148,1925,1622.166667,794.0135739,448.4151115,30.26666667,21.28666667,13.7233622,12.00037517,0.69751884,0.415774704,59.6,18.35,24.37544302,14.21805738,20.56666667,36.04333333,10.92790315,26.94055183,0.593630812,0.278731662,47,33.23333333,20.94219558,19.76238318,90.66666667,68.83333333,71.60899152,47.84014292,0.90491691,0.733453846,133,45.16666667,54.4446712,60.5706658,2,2.633333333,1.817120593,2.560883578,1.011404265,0.601253354,2,1.966666667,0.816496581,0.546707316
4,113.18425,85.66407212,98.19290334,78.24423019,1.2508512,1.095199853,159.333,44.00511058,59.80622375,43.11101525,755.4,840.7764423,748.1651583,830.3217704,1.376301901,0.892451329,282.6,553.6070192,109.0809791,128.3654703,144.5,127.2822115,141.8435702,123.603237,1.368744522,1.109411834,73,57.81490385,26.48112535,31.92200035,6994,5484.615385,6513.939625,5245.783043,1.313804038,1.135108456,6833,2682.951923,2734.198511,1997.503416,87.75,132.1780769,51.65691688,77.7392367,1.018261825,0.356326762,187.4,119.6802885,72.58066203,84.39041569,8.9675,8.602552885,7.620139928,7.269838554,1.211802402,0.979309653,13.93,4.202403846,5.677558344,5.693074958,31.13,11.82923077,12.7980033,2.36395612,1.019338817,1.157970259,66.48,4.965961538,24.09337461,16.84931748,4.5,5.240384615,4.426727679,5.143638468,1.368922361,0.857661134,2,3.553846154,0.866025404,0.97067772
5,70.40625,44.00634275,59.72596126,32.68111102,1.497519449,1.464460954,79.9606,11.54580153,29.32136042,31.63987413,781.46,1011.935878,742.9327997,951.2294486,1.554511594,0.941142379,764.1,698.6114504,273.8346771,332.9871518,162.8,109.6984733,143.7568551,87.76465296,1.517462069,1.454163912,171,29.80916031,62.95204524,71.20873465,5268.6858,2820.774496,1091.33524,61.81128071,1.265640638,0.990950986,10278.571,1880.141534,3849.167072,3673.6417,74.686,107.1744275,47.99552378,75.45680309,1.329908746,0.76094765,135.97,76.23587786,51.36083706,52.15690928,13.7444,5.648946565,6.251501243,1.344409271,1.221535006,1.307939232,35.778,2.629679389,11.97561378,6.968898146,118.205316,93.27776473,15.44647361,1.155917994,0.874523093,0.420529763,399.97342,83.95505969,148.9781978,159.5770992,3,2.152671756,2.701920077,2.106577513,1.494365083,1.335727567,4,0.969465649,1.549193338,0.598640731
3,95.4869,65.38997273,59.03245111,43.12396496,0.794113086,0.53855302,166.4793,50.51820909,67.96571292,45.2565511,781.9,839.4090909,753.409032,816.796523,1.060675395,0.778945834,510.5,410.269697,219.429366,199.4349326,155,142.0909091,138.3451418,126.362088,1.004710739,0.652218019,141,103.0909091,62.65780079,60.6172111,8616.666667,7212.424242,6762.280838,5704.610119,0.921543629,0.581722758,11050,5515.454545,4661.947614,4025.733158,76.76666667,103.5242424,25.76792481,87.66447248,0.662666379,0.679806879,153.9,61.17272727,62.8744958,43.56642459,55.5,62.86363636,45.85049128,54.3127099,0.909236636,0.695310452,79.5,40.59090909,35.26329537,34.01810408,100.6666667,135.8787879,76.49332819,131.997548,0.909638332,0.704809052,117,79.33333333,54.92014405,19.96019915,4.666666667,5.151515152,4.57885697,5.051796733,1.078992208,0.718525061,2,3.333333333,0.942809042,0.988454935
5,68.97531,80.05348286,54.60183171,67.01602717,1.417051573,1.150983356,121.3276,36.71592429,41.94696681,40.35379175,718.9,737.1571429,661.4372036,700.5910705,1.52164799,1.315504692,894.6,313.3071429,316.7131889,256.764288,180.2,171.4285714,155.4298325,153.1677194,1.500728562,1.248278896,205,65.2,76.11937992,67.75029181,3559.8858,5444.004143,703.2740341,1744.552871,1.159431504,0.816738194,8958.571,3839.795857,3161.306296,3313.711383,71.77,81.09214286,52.78186033,57.38912036,1.354745614,0.989981841,127.05,50.67285714,50.24642873,52.19807922,7.0104,9.479285714,3.615721785,6.120842195,1.282591815,0.989345632,12.878,5.582571429,5.006388782,4.439822558,107.005316,180.1752257,12.66097872,27.23777711,0.755118631,0.241802398,399.97342,171.4247743,150.5737776,190.7364738,2,2.128571429,1.888175023,2.098386393,1.557113098,1.340593858,2,0.842857143,0.632455532,0.374982993
5,95.50928,54.00029333,73.30718581,35.64957241,1.419515338,1.474779521,157.0546,14.60906667,55.07743337,50.10140931,742.52,1007.426667,695.4981183,945.2167966,1.538436724,0.91904807,810.6,685.68,296.6793245,334.5150669,177.4,111.8933333,153.6403791,88.75544875,1.503749526,1.469336366,205,32.82666667,73.79593485,75.54823154,4334.2858,3272.6288,950.6785489,72.52736983,1.278404213,0.831170299,8958.571,2388.5712,3122.605805,3882.600051,67.176,113.2288,38.87376351,92.4109812,1.237240448,0.802192051,135.97,75.82586667,54.86853109,45.2355709,7.4044,5.191733333,4.278179416,1.345360415,1.387009221,1.009553684,12.878,3.374933333,4.118824764,5.59650395,98.405316,112.134176,12.11724879,1.363914587,0.678846841,0.24546408,399.97342,106.6524907,151.4278506,173.9575244,2.2,2.066666667,2.168943542,2.054799318,1.594166699,1.24571764,1,1.013333333,0.4,0.249443826
