lepton_pT,lepton_eta,lepton_phi,missing_energy_magnitude,missing_energy_phi,jet1_pt,jet1_eta,jet1_phi,jet1_b-tag,jet2_pt,jet2_eta,jet2_phi,jet2_b-tag,jet3_pt,jet3_eta,jet3_phi,jet3_b-tag,jet4_pt,jet4_eta,jet4_phi,jet4_b-tag,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb
1.773541212,-0.687676072,0.453738242,1.228750944,0.857290387,0.858726025,-0.71893239,-0.536576986,2.173076153,1.154283285,-1.34237802,-1.281862855,2.214872122,0.471192062,0.73292309,-1.603384972,0,0.726570368,1.250439882,0.804461062,0,1.0528332,0.971721649,0.989610255,1.34831965,1.034368277,1.094486594,0.951181769
0.984039903,1.582645178,-1.50835669,1.398132086,1.285171986,1.442813635,0.7466079,-0.254954338,0,0.397099644,1.399809718,1.252150297,2.214872122,0.424652398,-0.486810178,0.485298961,1.274112225,0.416226238,1.063054562,0.808345437,0,1.01742208,0.959500492,0.985646784,0.921290636,0.576331735,0.665339053,0.822384536
0.274696648,0.541472495,-0.510158479,1.332674146,0.874612153,0.985693634,-0.98728466,-1.156925797,1.086538076,0.619822919,-1.082049847,-0.200496718,0,1.002270937,0.805742979,1.061668873,0,0.565678239,1.798437476,0.018705564,0,0.892049968,0.826943159,0.988277674,0.722758114,0.417104363,0.735046327,0.663186848
0.540608883,-1.391855478,-1.229816437,1.122747302,-0.783694804,2.215337276,0.149499267,0.301186681,2.173076153,1.211443424,-1.222899079,1.317065358,2.214872122,2.018591642,-0.626078188,-1.570100904,0,0.994804978,1.330390811,0.393826127,0,2.681395531,2.082489729,0.99655211,3.318891048,2.654950857,2.273849726,2.173472643
1.58559072,-0.718843102,-1.556074858,1.889676452,-1.383911252,0.855428159,1.350648165,0.393767357,1.086538076,0.600559711,-2.778068304,-0.460711896,0,0.945896566,-0.340260148,0.779308677,2.548224449,0.808355153,-1.814349651,0.854958057,0,0.898263574,1.220229864,0.97889775,1.996713758,1.165199041,2.054228544,1.800517678
0.607407153,-0.854224741,-0.927416921,1.142213583,-0.222162306,0.514282882,-0.145589232,0.539568067,2.173076153,1.126332641,-0.085420609,1.617228389,2.214872122,0.730935991,-1.712915182,-1.739295006,0,0.658172965,-1.784368038,-0.623988032,0,0.653768241,1.003309727,0.991521358,1.355542898,0.924648643,1.012468457,0.882810056
1.026864052,0.32719934,-1.019523859,0.775362611,-1.262254,0.554040432,-0.319869727,0.647116899,2.173076153,0.686174035,1.113254547,0.14027144,2.214872122,0.401646018,-1.007472396,1.052793145,0,1.04543376,0.834028184,1.566910267,0,0.955706477,0.929103494,0.985476136,1.13091433,0.83091253,0.846123993,0.777161241
2.478675127,0.45868513,0.422111154,0.870098114,0.788719475,1.308242679,1.728916168,1.486441135,0,1.838191032,1.60088408,-1.290185332,0,1.057942986,0.575450122,-0.260923237,2.548224449,1.907581925,0.318510622,-0.788796902,3.101961374,1.967974305,1.832562566,0.999222219,1.226112962,0.515319526,1.336118221,1.502826571
0.701656878,1.449211478,-1.234255195,1.105342627,0.11312826,0.420660317,0.844640672,-0.895260632,1.086538076,1.093345881,-0.708071113,0.794970632,1.107436061,0.592721999,-0.190979317,-0.727457881,0,1.081944823,-0.080411725,1.59576571,0,0.76696986,0.8786605,1.143566966,0.700227618,1.325808167,1.081910968,0.89884907
0.618753791,-0.236728564,0.227354854,0.135261282,0.093674764,0.889322877,-0.088155903,-0.929077566,0,0.845693767,0.615911186,-0.406338573,0,1.548453331,1.033305168,1.514887691,2.548224449,1.837237239,-1.039824128,0.870495558,3.101961374,1.078252792,1.475855827,0.975686014,1.186087728,2.05298996,1.391795397,1.125939369
0.654440463,-1.216541052,-0.202765316,2.256530762,-1.493136525,0.963249922,-0.338684082,0.362167984,2.173076153,0.625740409,-0.878061473,1.640531301,2.214872122,0.52335155,-0.689795613,-0.933819413,0,0.590749145,-1.339640498,0.217364088,0,0.592707157,0.761318445,1.544626832,0.832915664,1.092882276,1.027506948,0.797892928
0.88686204,2.210855007,-0.362565368,0.414495319,1.056226611,0.693191767,1.029813647,-0.536022604,2.173076153,0.912548602,-0.050451159,1.166151762,2.214872122,0.68281579,-0.057172779,-1.362629771,0,0.489735216,0.198584065,0.922102451,0,0.589607775,0.948698521,0.985861719,1.160253048,1.348373175,0.913050234,0.845628738
0.634126544,-1.983054519,-0.618914068,0.628887117,-0.623087287,2.19848156,-0.389185816,1.081747174,2.173076153,2.599781513,-0.181586608,-0.968938768,1.107436061,1.183336496,0.313298434,0.457562178,0,0.684217513,1.156330824,-0.635086298,0,0.956695139,1.221392989,0.985450268,1.648008823,3.401718855,1.700356126,1.355055451
0.917241573,1.31382978,1.088499546,0.608249247,-0.387556791,0.545246184,0.559454441,-0.57982111,0,0.962532222,-0.035880554,1.485178947,2.214872122,0.544250548,-0.810858667,0.405417085,2.548224449,0.447625726,1.951676965,-0.822091639,0,0.779947698,0.946750641,1.004749298,0.944128513,0.720251083,0.800657868,0.760705709
0.905894995,0.877491713,1.718822002,1.784468293,1.302060723,0.909476459,1.106061459,0.079990916,2.173076153,0.491401345,0.351697534,0.057046957,0,0.42851606,-1.26416266,-0.376307577,0,1.067340374,0.75740844,-1.415292621,3.101961374,0.862956226,1.064070582,0.970258474,0.680863142,1.022532701,0.93373704,0.86215663
0.370227396,1.421940327,-0.294872284,0.639809906,-0.085865125,1.14692235,-1.022932887,-1.55995667,2.173076153,1.641152143,-0.974227488,0.389390022,0,0.885833979,-0.302939922,1.557602167,0,1.098983288,-0.83744812,-0.772149563,1.550980687,1.726343632,1.224665284,1.001586676,1.238848567,0.775481462,1.059945226,0.970955372
0.943411887,-0.444183916,0.242336109,0.357402176,-0.977735877,1.34305346,0.615897536,1.730366349,2.173076153,1.220130801,0.368210882,0.389390022,0,0.938169181,1.196239591,0.204602867,0,1.162755966,-0.158697113,-0.791016579,3.101961374,0.840589166,1.030974269,0.990877807,1.502574921,1.150400639,1.113599896,1.087078571
0.626623154,0.975862563,0.589679301,2.296422005,1.276635885,1.338931084,0.244561344,-0.750014246,2.173076153,0.327600896,-0.145645782,0.505904317,0,0.412534505,-0.187338337,-0.033481311,0,0.552777588,-0.888250351,1.731719017,3.101961374,0.263879359,0.773222387,0.987385929,0.864426613,0.961703777,1.120628357,0.857553899
