 n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, weekday_is_monday, weekday_is_tuesday, weekday_is_wednesday, weekday_is_thursday, weekday_is_friday, weekday_is_saturday, weekday_is_sunday, is_weekend, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity
11,878,0.471198156,0.999999998,0.664150942,18,1,1,0,5.041002278,5,0,0,0,0,0,1,-1,596,233.6,12200,843300,222140,1620.429752,4475.921569,2905.66294,766,766,766,0,0,0,1,0,0,0,0,0.040027818,0.040017807,0.839879458,0.04000254,0.040072376,0.363866557,-0.098591356,0.014806378,0.018223235,0.448275862,0.551724138,0.274134199,0.1,0.5,-0.5921875,-1,-0.125,1,-0.25,0.5,0.25
6,448,0.542986424,0.999999996,0.719230766,9,0,1,0,4.950892857,6,1,0,0,0,0,0,217,752,467.8,0,39400,21566.66667,0,4051.263158,2449.071068,0,0,0,0,0,1,0,0,0,0,0,0.204069996,0.03335107,0.224462848,0.033422975,0.504693111,0.573758418,0.250078914,0.080357143,0.022321429,0.782608696,0.217391304,0.386679293,0.033333333,0.75,-0.185,-0.5,-0.1,0,0,0.5,0
11,195,0.684210522,0.999999993,0.718120801,3,3,12,0,5.041025641,10,0,0,0,0,0,0,-1,1000,279.8888889,0,843300,252410,0,8780.477941,4436.0372,647,954,800.5,0,0,0,1,0,0,0,0,0.020000975,0.221518107,0.020055431,0.718419511,0.020005976,0.315972222,-0.045138889,0.005128205,0.01025641,0.333333333,0.666666667,0.1,0.1,0.1,-0.140277778,-0.155555556,-0.125,0,0,0.5,0
16,514,0.546719681,0.999999997,0.721311473,12,5,1,0,4.531128405,6,0,0,0,0,1,0,-1,215,109.6666667,8000,843300,209816.6667,1279.516129,3618.529797,2593.22752,812,8000,4528,0,0,0,0,1,0,0,0,0.233824258,0.19799728,0.0333516,0.034138409,0.500688453,0.425628362,0.177216647,0.040856031,0.009727626,0.807692308,0.192307692,0.387015048,0.136363636,1,-0.164166667,-0.25,-0.05,0,0,0.5,0
7,893,0.522779043,0.999999998,0.732838589,25,2,0,3,4.989921613,7,0,0,1,0,0,0,4,4000,947.1428571,3900,843300,338571.4286,2350,4000,3207.377782,13900,13900,13900,0,0,1,0,0,0,0,0,0.885656541,0.028572592,0.028571557,0.028571575,0.028627735,0.500587703,0.241802291,0.054871221,0.010078387,0.844827586,0.155172414,0.434013605,0.033333333,1,-0.273809524,-1,-0.133333333,0,0,0.5,0
14,969,0.431556948,0.999999998,0.62477876,13,3,2,0,4.95252838,10,0,0,0,0,0,1,-1,807,330.6,3300,843300,121390,1575.166667,3576.119786,2643.500626,846,997,916.6666667,0,0,1,0,0,0,0,0,0.02000019,0.020000095,0.813695656,0.02000006,0.126304,0.409200901,0.03575614,0.031991744,0.031991744,0.5,0.5,0.294563958,0.05,0.75,-0.164784946,-0.4,-0.05,0,0,0.5,0
8,837,0.49639423,0.999999998,0.710416665,33,6,0,11,4.512544803,10,0,0,0,0,0,0,4,309,87.57142857,0,843300,411230,0,5512.178423,3026.002213,370,6000,3242.5,0,0,0,1,0,0,0,0,0.02002734,0.020072904,0.020002278,0.718086458,0.22181102,0.486397344,0.026180443,0.035842294,0.032258065,0.526315789,0.473684211,0.353338384,0.1,0.8,-0.375404174,-1,-0.071428571,0,0,0.5,0
7,412,0.562962962,0.999999996,0.730923692,15,11,1,1,4.932038835,7,0,0,0,0,0,1,-1,884,276.8571429,2200,843300,231500,1042.5,3602.687887,2280.321027,308,1600,1229.714286,0,0,0,0,1,0,0,0,0.028571993,0.028571972,0.885711622,0.028571819,0.028572595,0.372765152,0.014621212,0.02184466,0.016990291,0.5625,0.4375,0.273232323,0.1,0.75,-0.280952381,-0.5,-0.1,0,0,0.5,0
7,339,0.560897434,0.999999994,0.733333329,7,4,1,0,4.610619469,5,0,0,0,0,1,0,4,386,250.4,15600,690400,221200,1987.710638,3418.630748,2745.793989,3200,3200,3200,0,0,0,0,1,0,0,0,0.040073632,0.040000808,0.040014717,0.040000086,0.839910757,0.47041847,0.162467846,0.044247788,0.008849558,0.833333333,0.166666667,0.363932179,0.1,0.8,-0.340740741,-0.7,-0.155555556,0,0,0.5,0
10,282,0.589285712,0.999999993,0.771241825,3,2,1,0,4.964539007,6,0,0,0,0,1,0,-1,804,297.6666667,5100,843300,370466.6667,1723.5625,5993.666667,3434.292194,4300,4300,4300,0,0,0,0,1,0,0,0,0.035212144,0.033752831,0.335759957,0.03333447,0.561940598,0.421645022,0.046590909,0.028368794,0.010638298,0.727272727,0.272727273,0.24375,0.05,0.5,-0.308333333,-0.5,-0.125,1,0,0.5,0
8,1752,0.273041474,0.999999999,0.456264775,17,1,13,0,4.10673516,7,1,0,0,0,0,0,-1,1200,460.8,0,843300,171114.2857,0,8375,3811.386433,11800,11800,11800,0,0,0,1,0,0,0,0,0.028695705,0.028589072,0.028579354,0.478886355,0.435249514,0.551718643,0.252829404,0.054223744,0.00913242,0.855855856,0.144144144,0.385809524,0.1,1,-0.223474702,-0.4,-0.05,0.75,0.8,0.25,0.8
12,424,0.559523808,0.999999996,0.776824031,5,1,1,3,4.504716981,6,0,0,0,0,0,1,-1,0,-1,0,843300,308633.3333,0,3416.457322,2208.259919,6400,6400,6400,0,0,1,0,0,0,0,0,0.033334098,0.033333432,0.86666438,0.033333365,0.033334725,0.321195652,-0.001992754,0.023584906,0.035377358,0.4,0.6,0.405,0.05,1,-0.212777778,-0.7,-0.05,1,0,0.5,0
13,580,0.533088234,0.999999997,0.630606858,29,2,1,1,4.99137931,7,0,0,0,0,0,1,-1,775,179.7142857,26600,843300,213042.8571,2167.321458,3494.941176,2738.750931,1100,1100,1100,0,0,0,0,1,0,0,0,0.457601445,0.028571576,0.456581028,0.0286387,0.028607251,0.284776335,-0.002119408,0.017241379,0.032758621,0.344827586,0.655172414,0.277619048,0.1,0.5,-0.15497076,-0.3,-0.05,0.266666667,-0.083333333,0.233333333,0.083333333
10,388,0.544474392,0.999999996,0.679841895,21,8,13,0,4.963917526,9,0,1,0,0,0,0,4,659,168.6666667,0,843300,156211.1111,0,5473,2591.563229,3000,17400,9480,0,0,0,1,0,0,0,0,0.022222905,0.911081636,0.022222702,0.022250222,0.022222534,0.359149184,0.056526807,0.020618557,0.018041237,0.533333333,0.466666667,0.398295455,0.1,1,-0.20952381,-0.4,-0.05,0,0,0.5,0
12,369,0.586206895,0.999999996,0.659482756,32,5,13,0,4.918699187,8,0,1,0,0,0,0,-1,798,323.25,21900,843300,184775,2893.666417,6047.615385,4022.564529,2000,21900,8360,0,1,0,0,0,0,0,0,0.025751298,0.495177589,0.02513382,0.4289361,0.025001192,0.446153846,0.092948718,0.021680217,0.013550136,0.615384615,0.384615385,0.401420455,0.1,0.6,-0.273333333,-0.8,-0.075,0,0,0.5,0
10,269,0.70517928,0.999999993,0.877551014,8,0,1,0,4.505576208,3,0,0,0,0,0,0,-1,4,0.666666667,617900,843300,768166.6667,2666.95391,6037.200513,4096.014842,0,0,0,0,0,0,0,1,0,0,0,0.066667385,0.066803335,0.399900678,0.399951455,0.066677148,0.474027778,-0.078611111,0.018587361,0.037174721,0.333333333,0.666666667,0.241666667,0.033333333,0.5,-0.284722222,-0.6,-0.05,0.454545455,0.136363636,0.045454545,0.136363636
14,126,0.769841264,0.999999988,0.849999989,3,3,0,2,4.722222222,4,0,0,0,0,0,0,-1,65,17.3975,205600,843300,683875,3371.625812,5988.354215,4723.872491,6400,6400,6400,1,0,0,0,0,0,0,0,0.050002173,0.050891108,0.050000091,0.799105549,0.05000108,0.347954545,-0.035530303,0.015873016,0.055555556,0.222222222,0.777777778,0.318181818,0.136363636,0.5,-0.241666667,-0.4,-0.1,0.4,-0.3,0.1,0.3
11,2028,0.465372508,0.999999999,0.613445378,7,5,52,0,4.634615385,4,0,0,0,0,0,1,-1,176,54,42300,843300,363775,2081.147727,3574.686388,2725.151185,795,10600,4231.666667,0,0,0,1,0,0,0,0,0.050004932,0.050793855,0.337425697,0.511771512,0.050004004,0.435153269,0.07931968,0.029092702,0.019230769,0.602040816,0.397959184,0.396755081,0.0625,1,-0.323767258,-1,-0.05,0,0,0.5,0
10,969,0.411703239,0.999999998,0.567615657,5,3,4,0,4.732714138,10,0,0,0,0,0,1,-1,574,195.6666667,0,843300,181740,0,3509.406308,2187.304675,1000,9000,3833.333333,0,0,0,1,0,0,0,0,0.020002541,0.020064138,0.519598535,0.020038567,0.420296218,0.428644199,0.049330246,0.045407637,0.035087719,0.564102564,0.435897436,0.326267464,0.05,0.7,-0.243178105,-0.6,-0.1,0,0,0.5,0
12,405,0.578680202,0.999999996,0.751999997,3,3,1,0,4.787654321,5,0,0,0,0,0,1,-1,0,-1,62000,843300,235280,1891.352941,3473.9877,2417.375938,619,9900,5259.5,0,0,0,0,0,0,1,1,0.040000797,0.041095298,0.638491282,0.040000146,0.240412478,0.307741935,0.009462366,0.019753086,0.024691358,0.444444444,0.555555556,0.2575,0.1,0.5,-0.193333333,-0.3,-0.05,0,0,0.5,0
11,150,0.675675671,0.999999989,0.849462356,4,3,1,0,4.493333333,5,0,0,1,0,0,0,-1,939,411.918,2000,843300,317820,1413,3867.5,2771.340142,3900,8600,6500,1,0,0,0,0,0,0,0,0.639344713,0.040003239,0.040002655,0.240228481,0.040420912,0.316666667,0.233333333,0.026666667,0.006666667,0.8,0.2,0.458333333,0.033333333,1,-0.2,-0.2,-0.2,0,0,0.5,0
14,1267,0.398871877,0.999999999,0.574098798,39,7,11,0,4.71902131,10,0,0,0,0,0,1,-1,1100,260.1111111,0,843300,209020,0,4215.783981,2852.910759,1600,3500,2400,0,0,0,1,0,0,0,0,0.020005595,0.020076539,0.516807171,0.120490758,0.322619937,0.382016426,0.17835599,0.051302289,0.014996054,0.773809524,0.226190476,0.368601399,0.033333333,0.8,-0.215350877,-1,-0.05,0,0,0.5,0
11,264,0.637450197,0.999999994,0.710982655,16,3,12,0,4.666666667,8,0,0,0,0,0,0,4,633,274,3500,843300,269312.5,1925,8622.863636,5351.749366,8700,8700,8700,1,0,0,0,0,0,0,0,0.025017342,0.025006087,0.025019996,0.899947871,0.025008703,0.532440476,0.11125,0.034090909,0.022727273,0.6,0.4,0.564814815,0.25,1,-0.476388889,-1,-0.166666667,0.3,-0.5,0.2,0.5
12,1515,0.37805684,0.999999999,0.597785977,1,1,3,0,4.562376238,6,0,1,0,0,0,0,-1,517,140,0,843300,188183.3333,0,3551.066558,1888.771799,448,448,448,0,0,0,0,1,0,0,0,0.033335026,0.743017412,0.156897905,0.033415446,0.03333421,0.471417061,0.098481526,0.051485149,0.027722772,0.65,0.35,0.343953824,0.0625,0.8,-0.268135865,-1,-0.05,0.125,0,0.375,0
12,127,0.699186986,0.999999987,0.807692297,7,6,0,0,4.57480315,10,0,0,0,0,1,0,4,618,233.3,5300,843300,125670,971.6777778,4075.09366,2605.619949,860,5200,2453.333333,0,0,1,0,0,0,0,0,0.150915684,0.060020344,0.02007308,0.020044834,0.748946058,0.361888112,0.093181818,0.05511811,0.015748031,0.777777778,0.222222222,0.340909091,0.033333333,0.8,-0.504166667,-0.875,-0.133333333,0.414772727,0.005681818,0.085227273,0.005681818
15,175,0.707602335,0.999999991,0.866071421,2,2,0,1,4.445714286,4,0,1,0,0,0,0,-1,394,97.75,64600,843300,298850,2398.451543,4289.37931,3292.382017,540,997,768.5,1,0,0,0,0,0,0,0,0.050000234,0.549830951,0.29987502,0.050293288,0.050000508,0.584204545,0.180719697,0.085714286,0.011428571,0.882352941,0.117647059,0.340959596,0.1,0.8,-0.2625,-0.4,-0.125,0.618181818,0.078787879,0.118181818,0.078787879
13,254,0.575396823,0.999999992,0.792307686,2,1,1,0,4.472440945,5,0,0,0,0,0,1,-1,325,93.4,53200,843300,269780,2179.307746,4811.395833,3394.931561,1200,1200,1200,0,0,1,0,0,0,0,0,0.040000195,0.040763127,0.240004244,0.637413513,0.041818921,0.431282051,-0.067179487,0.015748031,0.015748031,0.5,0.5,0.315,0.1,0.5,-0.508333333,-0.8,-0.2,0,0,0.5,0
14,134,0.734848479,0.999999987,0.879999988,5,2,0,0,4.686567164,9,0,0,1,0,0,0,-1,911,286.69875,0,843300,257845.6667,0,3576.135081,2118.347656,2400,2400,2400,0,0,0,1,0,0,0,0,0.46291701,0.022228024,0.138964734,0.022224317,0.353665914,0.411161616,0.222070707,0.074626866,0.014925373,0.833333333,0.166666667,0.392272727,0.136363636,0.8,-0.2125,-0.3,-0.125,0.457386364,0.127840909,0.042613636,0.127840909
9,1313,0.499603489,0.999999999,0.677987421,28,7,0,27,4.705255141,5,0,1,0,0,0,0,-1,277,101.4,12000,843300,304780,2186.144928,3594.627004,2869.253328,1300,11900,4675,1,0,0,0,0,0,0,0,0.040004086,0.381035067,0.498149219,0.040811598,0.040000029,0.466040662,-0.008569651,0.046458492,0.048743336,0.488,0.512,0.442627031,0.033333333,1,-0.426785714,-1,-0.05,0,0,0.5,0
10,1628,0.445079365,0.999999999,0.60311284,21,9,14,4,4.58046683,5,0,1,0,0,0,0,-1,233,63,20700,843300,309440,2497.505208,3549.218073,2948.485397,738,12700,4062.125,0,0,0,0,0,0,1,1,0.040004088,0.380932265,0.498243242,0.040820375,0.040000029,0.468103785,0.052129454,0.035626536,0.026412776,0.574257426,0.425742574,0.378982684,0.05,0.9,-0.335995755,-1,-0.071428571,0,0,0.5,0
7,312,0.572368419,0.999999995,0.703296699,12,8,1,0,4.804487179,5,0,0,1,0,0,0,4,507,325.6,23700,690400,303220,2042.583333,3666.408602,2968.827762,812,3200,1918.666667,0,0,0,0,0,0,1,1,0.839751579,0.040000068,0.040002424,0.040245873,0.040000056,0.583083063,0.170282062,0.038461538,0.006410256,0.857142857,0.142857143,0.299864719,0.1,0.5,-0.4625,-0.8,-0.125,0,0,0.5,0
11,286,0.597902096,0.999999995,0.668393779,2,0,0,0,4.762237762,6,0,0,0,0,0,1,4,435,300,2000,690400,239800,1198.571429,3414.774797,2439.42684,0,0,0,0,0,1,0,0,0,0,0,0.033333685,0.033333382,0.866663631,0.033333757,0.033335545,0.555790255,-0.099527629,0.034965035,0.027972028,0.555555556,0.444444444,0.28030303,0.05,0.6,-0.403125,-0.7,-0.1,1,-1,0.5,1
11,392,0.555263156,0.999999996,0.72083333,6,3,3,2,4.836734694,5,0,0,0,0,0,1,-1,502,231,5200,843300,297040,1921.933333,3574.353095,2601.817654,1900,1900,1900,0,0,0,0,0,0,1,1,0.040001983,0.040001752,0.405391237,0.040001208,0.474603821,0.437844828,-0.12387931,0.015306122,0.040816327,0.272727273,0.727272727,0.325,0.1,0.7,-0.32265625,-1,-0.1,0.3625,-0.1,0.1375,0.1
11,236,0.598290596,0.999999992,0.801526711,6,2,0,0,4.822033898,7,0,1,0,0,0,0,217,469,343.8571429,16800,80400,58428.57143,2395.938462,4556.854701,2951.006359,2200,2200,2200,1,0,0,0,0,0,0,0,0.028954184,0.330917255,0.028697626,0.194236964,0.417193971,0.551282051,0.098717949,0.021186441,0.016949153,0.555555556,0.444444444,0.37,0.05,0.5,-0.129166667,-0.25,-0.05,0,0,0.5,0
8,527,0.549323016,0.999999997,0.732026141,16,2,2,1,4.717267552,7,0,1,0,0,0,0,-1,526,95.16666667,0,843300,399476.8571,0,7162.068521,3702.150335,4000,4000,4000,0,0,0,1,0,0,0,0,0.028588969,0.028951158,0.028586045,0.885302267,0.028571561,0.489874492,0.213046327,0.043643264,0.013282732,0.766666667,0.233333333,0.445465839,0.1,1,-0.181746032,-0.6,-0.05,1,-0.5,0.5,0.5
10,554,0.531760435,0.999999997,0.700879763,11,7,1,0,4.722021661,4,0,1,0,0,0,0,217,434,309.75,2500,69100,39575,1094.555556,2657.458924,2066.183721,635,1500,978,0,0,0,1,0,0,0,0,0.050003334,0.052236322,0.050148028,0.797612289,0.050000027,0.489978102,0.210050378,0.061371841,0.018050542,0.772727273,0.227272727,0.437764197,0.033333333,1,-0.287777778,-0.5,-0.155555556,0.1,0,0.4,0
10,757,0.538461538,0.999999998,0.720085469,6,2,1,10,4.541611625,9,0,1,0,0,0,0,217,3000,673.1111111,3000,51900,31066.66667,1546.454545,4707.659091,3192.920595,5000,5000,5000,0,0,1,0,0,0,0,0,0.022481654,0.617336937,0.02244834,0.023040061,0.314693007,0.510372835,0.108199946,0.046235139,0.029062087,0.614035088,0.385964912,0.424831169,0.033333333,1,-0.244534632,-0.625,-0.05,0.454545455,0.136363636,0.045454545,0.136363636
12,294,0.595818813,0.999999995,0.747252743,5,2,1,0,5.183673469,4,0,0,0,0,0,1,-1,325,80.5,6000,843300,260975,1109.9,3482.176699,2386.913755,738,10900,5819,0,0,0,1,0,0,0,0,0.050000119,0.050809254,0.546483,0.050469602,0.302238025,0.27899449,0.009039256,0.020408163,0.017006803,0.545454545,0.454545455,0.241477273,0.05,0.6,-0.24,-0.5,-0.1,0.375,-0.125,0.125,0.125
10,116,0.707964596,0.999999985,0.833333321,5,1,0,0,4.431034483,8,0,0,0,0,1,0,217,4600,858.875,4600,617900,199812.5,2003.315789,5247.278947,3783.920594,0,0,0,0,0,0,0,0,1,0,1,0.025036186,0.21314217,0.025020476,0.197136685,0.539664483,0.391666667,0.291666667,0.060344828,0.00862069,0.875,0.125,0.392857143,0.1,1,-0.125,-0.125,-0.125,0,0,0.5,0
11,1015,0.458,0.999999998,0.637110015,16,2,1,1,5.091625616,5,0,0,0,0,0,1,-1,653,244.6,5000,843300,213920,1481.85782,3532.988244,2233.200029,742,1400,1071,0,0,0,0,0,1,0,1,0.040003116,0.040000075,0.839994661,0.040000036,0.040002111,0.329325069,0.039201102,0.01773399,0.019704433,0.473684211,0.526315789,0.331818182,0.1,0.6,-0.191666667,-0.666666667,-0.05,0.1,-0.1,0.4,0.1
10,975,0.417364016,0.999999998,0.568965516,10,3,2,0,5.011282051,10,0,0,0,0,0,1,-1,638,321.2222222,0,843300,174530,0,4475.921569,2177.653108,1200,1200,1200,0,0,0,1,0,0,0,0,0.020006818,0.020004663,0.799768208,0.02000087,0.140219442,0.436398028,-0.016651756,0.032820513,0.031794872,0.507936508,0.492063492,0.25852408,0.05,0.666666667,-0.279032258,-1,-0.066666667,0.65,-0.2,0.15,0.2
